func_file,event_file,signal_file,info_file,stimulation,configuration,stim_site,stimulus
EPI_NATUREX25P1.nii,CM033zJ1_025.csv,CM033zJ1_025.h5,CM033zJ1_025_mri_info.csv,"(6x3)x64, (blank x stim) x repeat","100Hz, 200us pulse",,450uA
